name,lat,lng,type
蜀虾皇味道工厂,30.609429459418518,104.07687297106962,公司企业;公司企业;公司企业
成都电力金具总厂(琉璃二街),30.60435843158595,104.081450028346,公司企业;工厂;工厂
成都鸿盛喷绘写真广告厂,30.605861390382994,104.08442798907909,公司企业;工厂;工厂
新新制衣厂,30.605890214606646,104.08488502910772,公司企业;公司企业;公司企业
西南机械配件厂区,30.606371178250527,104.08832325190218,公司企业;工厂;工厂
成都锦江洁晶日用化工厂,30.604214858155842,104.08697163459689,公司企业;公司企业;公司企业
成都市大邑沙渠化工厂(二环路南一段),30.62444541401561,104.0755681346253,公司企业;工厂;工厂
汇源石材厂,30.614753304773608,104.05967128888075,公司企业;公司企业;公司企业
琉璃沙发厂,30.604917812336165,104.09274307712585,公司企业;公司企业;公司企业
美丽工厂,30.624833564376956,104.08767802019854,公司企业;公司企业;公司企业
崇州元通铸造厂,30.600185563561013,104.09360475296401,公司企业;工厂;工厂
成都日报社印刷厂,30.593736898504275,104.08650024506461,公司企业;工厂;工厂
中国共产党成都鼎新实业有限责任公司总支部委员会,30.63138542657698,104.06185192478253,公司企业;公司企业;公司企业
羽烁通讯科技工厂,30.632867479729477,104.06319522695068,公司企业;公司企业;公司企业
汽车灯泡工具,30.626367191250804,104.09856653127632,公司企业;公司企业;公司企业
宏飞吸塑厂,30.6287362495395,104.05349311115786,公司企业;公司企业;公司企业
四川大学印刷厂,30.636032917619662,104.08719363243205,公司企业;工厂;工厂
纯高粱酒厂,30.63335446542105,104.09548101866555,公司企业;公司企业;公司企业
成都无线电一厂,30.634011957166226,104.05577592135185,公司企业;公司企业;公司企业
成都市锦江区康乐针织加工厂,30.58918596545187,104.09673061993082,公司企业;工厂;工厂
蜀虾皇味道工厂,30.609429459418518,104.07687297106962,公司企业;公司企业;公司企业
成都电力金具总厂(琉璃二街),30.60435843158595,104.081450028346,公司企业;工厂;工厂
成都鸿盛喷绘写真广告厂,30.605861390382994,104.08442798907909,公司企业;工厂;工厂
新新制衣厂,30.605890214606646,104.08488502910772,公司企业;公司企业;公司企业
西南机械配件厂区,30.606371178250527,104.08832325190218,公司企业;工厂;工厂
成都锦江洁晶日用化工厂,30.604214858155842,104.08697163459689,公司企业;公司企业;公司企业
成都市大邑沙渠化工厂(二环路南一段),30.62444541401561,104.0755681346253,公司企业;工厂;工厂
汇源石材厂,30.614753304773608,104.05967128888075,公司企业;公司企业;公司企业
琉璃沙发厂,30.604917812336165,104.09274307712585,公司企业;公司企业;公司企业
美丽工厂,30.624833564376956,104.08767802019854,公司企业;公司企业;公司企业
崇州元通铸造厂,30.600185563561013,104.09360475296401,公司企业;工厂;工厂
成都日报社印刷厂,30.593736898504275,104.08650024506461,公司企业;工厂;工厂
中国共产党成都鼎新实业有限责任公司总支部委员会,30.63138542657698,104.06185192478253,公司企业;公司企业;公司企业
羽烁通讯科技工厂,30.632867479729477,104.06319522695068,公司企业;公司企业;公司企业
汽车灯泡工具,30.626367191250804,104.09856653127632,公司企业;公司企业;公司企业
宏飞吸塑厂,30.6287362495395,104.05349311115786,公司企业;公司企业;公司企业
四川大学印刷厂,30.636032917619662,104.08719363243205,公司企业;工厂;工厂
纯高粱酒厂,30.63335446542105,104.09548101866555,公司企业;公司企业;公司企业
成都无线电一厂,30.634011957166226,104.05577592135185,公司企业;公司企业;公司企业
成都市锦江区康乐针织加工厂,30.58918596545187,104.09673061993082,公司企业;工厂;工厂
