name,lat,lng,type
新特,30.658742402024995,103.9699149126621,公司企业;公司;公司
新天地,30.664585300977635,103.95202381344966,公司企业;公司;公司
远大公司(武青西一路),30.646163822498757,103.97253809138405,公司企业;公司;公司
华日集团(武科东三路),30.637470403731587,103.9858528838558,公司企业;公司;公司
桑莱特科技,30.638948522468866,103.97430636877293,公司企业;公司;网络科技
中建二局第三建筑工程有限公司(成都),30.638364322250716,103.98449345298482,公司企业;公司;建筑公司
大唐四川发电有限公司,30.678008024184354,103.99427795872894,公司企业;公司;公司
圣源房地产开发有限公司,30.65493563635099,103.99680409490237,公司企业;公司;公司
文华印务,30.657097496057496,103.97454448268051,公司企业;公司;公司
卡伦,30.66336145302461,103.96677591326828,公司企业;公司;公司
晟茂集团,30.647573082035546,103.97132564165737,公司企业;公司;公司
机投镇花龙门酒厂,30.658705360448902,103.96726065812628,公司企业;工厂;工厂
盛世拍档,30.638391390691655,103.98469643921757,公司企业;公司;公司
华贯建设有限公司,30.642630338635755,103.95099705959335,公司企业;公司;建筑公司
四川桂溪工程机械有限公司,30.649072215873726,103.97429950978282,公司企业;公司;机械电子
四川和邦股份有限公司,30.68668254128509,103.95580352293506,公司企业;公司;公司
四川嘉信,30.67662353969033,103.99417764481619,公司企业;公司;公司
永海实业,30.639586175271095,103.97696776892666,公司企业;公司;公司
攀枝花公路建设(集团)有限公司,30.638992969887653,103.98477958585443,公司企业;公司;公司
四川格瑞特科技有限公司,30.637934067407144,103.97296165374436,公司企业;公司;网络科技
雄港玻璃,30.638827557254142,103.95097471591475,公司企业;公司;公司
四川新世纪安全玻璃有限公司,30.64226859302779,103.96701154803186,公司企业;公司;公司
筑海实业,30.673422677492674,103.97997814979092,公司企业;公司;公司
四川中和智慧项目管理有限公司,30.638418752074536,103.98426634748246,公司企业;公司;公司
圣婴实业,30.65976600100441,103.96865487090662,公司企业;公司;公司
新特,30.658742402024995,103.9699149126621,公司企业;公司;公司
新天地,30.664585300977635,103.95202381344966,公司企业;公司;公司
远大公司(武青西一路),30.646163822498757,103.97253809138405,公司企业;公司;公司
华日集团(武科东三路),30.637470403731587,103.9858528838558,公司企业;公司;公司
桑莱特科技,30.638948522468866,103.97430636877293,公司企业;公司;网络科技
中建二局第三建筑工程有限公司(成都),30.638364322250716,103.98449345298482,公司企业;公司;建筑公司
大唐四川发电有限公司,30.678008024184354,103.99427795872894,公司企业;公司;公司
圣源房地产开发有限公司,30.65493563635099,103.99680409490237,公司企业;公司;公司
文华印务,30.657097496057496,103.97454448268051,公司企业;公司;公司
卡伦,30.66336145302461,103.96677591326828,公司企业;公司;公司
晟茂集团,30.647573082035546,103.97132564165737,公司企业;公司;公司
机投镇花龙门酒厂,30.658705360448902,103.96726065812628,公司企业;工厂;工厂
盛世拍档,30.638391390691655,103.98469643921757,公司企业;公司;公司
华贯建设有限公司,30.642630338635755,103.95099705959335,公司企业;公司;建筑公司
四川桂溪工程机械有限公司,30.649072215873726,103.97429950978282,公司企业;公司;机械电子
四川和邦股份有限公司,30.68668254128509,103.95580352293506,公司企业;公司;公司
四川嘉信,30.67662353969033,103.99417764481619,公司企业;公司;公司
永海实业,30.639586175271095,103.97696776892666,公司企业;公司;公司
攀枝花公路建设(集团)有限公司,30.638992969887653,103.98477958585443,公司企业;公司;公司
四川格瑞特科技有限公司,30.637934067407144,103.97296165374436,公司企业;公司;网络科技
雄港玻璃,30.638827557254142,103.95097471591475,公司企业;公司;公司
四川新世纪安全玻璃有限公司,30.64226859302779,103.96701154803186,公司企业;公司;公司
筑海实业,30.673422677492674,103.97997814979092,公司企业;公司;公司
四川中和智慧项目管理有限公司,30.638418752074536,103.98426634748246,公司企业;公司;公司
圣婴实业,30.65976600100441,103.96865487090662,公司企业;公司;公司
卓越广告(苏坡东路),30.677476505751855,103.99028850724092,公司企业;公司;广告装饰
成都时代海纳电子有限公司,30.63824466687017,103.97349927865085,公司企业;公司;公司
华西建筑装饰工程公司,30.687032515538426,103.95149133926796,公司企业;公司;建筑公司
成都肯格王三氧电器设备有限公司,30.664840035172627,103.96961045264183,公司企业;公司;公司
成都华泰燃气设备有限公司(星语双城1期西北),30.658866116634332,103.97044674981913,公司企业;公司;公司
立方安电梯,30.671455661633654,103.98984718152671,公司企业;公司;公司
阿尔文建设,30.663187520422078,103.98699670750608,公司企业;公司;建筑公司
成都小松工程机械有限公司,30.64108791149119,103.97822670219466,公司企业;公司;机械电子
成都安琪儿品牌推广有限公司,30.65493563635099,103.99680409490237,公司企业;公司;公司
四川拓展建设工程有限公司,30.686175393626776,103.95575148435984,公司企业;公司;建筑公司
怒雕app开发,30.63713303615198,103.97365886326705,公司企业;公司;网络科技
成都神画彩印,30.6716174771159,103.98464023102845,公司企业;公司;公司
成都泽京电力设计咨询有限公司,30.63877956992268,103.9850229230966,公司企业;公司;公司
成都电信武侯西区分公司,30.65495257092976,103.99507285323162,公司企业;公司;电信公司
四威电子有限公司,30.67720645383872,103.99196423823311,公司企业;公司;机械电子
鑫龙家俱,30.65455412924227,103.95750098623951,公司企业;公司企业;公司企业
成都金东方科技发展有限公司,30.64247250303527,103.96787934162795,公司企业;公司;公司
成都黑土科技有限公司,30.678376961951834,103.99456027457622,公司企业;公司;公司
成都庆烨安装工程有限责任公司,30.662380205535097,103.96547860605031,公司企业;公司;广告装饰
成都西科微波通讯有限公司,30.677170072720717,103.99212732906226,公司企业;公司;公司
成都骊轩餐饮管理有限公司,30.65918875602781,103.98510194383744,公司企业;公司;公司
