name,lat,lng,type
凤凰山公园,30.74211048311198,104.07740281472321,风景名胜;公园广场;公园
西体园,30.68784155496635,104.05608333492566,风景名胜;公园广场;公园
九里堤公园,30.695999643417764,104.05175373712817,风景名胜;公园广场;公园
石犀运动公园,30.767856866995633,104.05439077073925,风景名胜;公园广场;公园
沙河三洞古桥公园,30.69030895733095,104.09053038492262,风景名胜;公园广场;公园
蜀道园,30.71332638154961,104.0584410789743,风景名胜;公园广场;公园
沙河公园(沙河源南路),30.72208486268918,104.0536678778946,风景名胜;公园广场;公园
府南河,30.68820021054482,104.05661971595042,风景名胜;公园广场;公园
升仙湖公园,30.713420443609422,104.07778505858346,风景名胜;公园广场;公园
沙河公园,30.720288249687766,104.06496236111802,风景名胜;公园广场;公园
生态殡葬主题公园,30.71210997620995,104.067634880736,风景名胜;风景名胜相关;旅游景点
凤凰山公园,30.74211048311198,104.07740281472321,风景名胜;公园广场;公园
西体园,30.68784155496635,104.05608333492566,风景名胜;公园广场;公园
九里堤公园,30.695999643417764,104.05175373712817,风景名胜;公园广场;公园
石犀运动公园,30.767856866995633,104.05439077073925,风景名胜;公园广场;公园
沙河三洞古桥公园,30.69030895733095,104.09053038492262,风景名胜;公园广场;公园
蜀道园,30.71332638154961,104.0584410789743,风景名胜;公园广场;公园
沙河公园(沙河源南路),30.72208486268918,104.0536678778946,风景名胜;公园广场;公园
府南河,30.68820021054482,104.05661971595042,风景名胜;公园广场;公园
升仙湖公园,30.713420443609422,104.07778505858346,风景名胜;公园广场;公园
沙河公园,30.720288249687766,104.06496236111802,风景名胜;公园广场;公园
生态殡葬主题公园,30.71210997620995,104.067634880736,风景名胜;风景名胜相关;旅游景点
