name,lat,lng,type
中国中铁八局(金科东路),30.718694020035826,104.0028381086006,公司企业;公司;公司
东方电气,30.695112486076024,104.01314578696274,公司企业;公司;公司
华置(厦门)房地产代理有限公司,30.6910770137645,104.03259153414012,公司企业;公司;公司
四川科伦医药贸易有限公司,30.75857694595755,104.04875880536174,公司企业;公司;商业贸易
宏华集团(信息园东路),30.71983371665399,104.00667910627068,公司企业;公司;公司
攀钢集团(沙湾路),30.69431712365767,104.04631016116697,公司企业;公司;公司
人本集团有限公司,30.74586396307999,104.0417540546238,公司企业;公司;公司
蓝灵集团,30.719842335708847,104.00953744273576,公司企业;公司;公司
浩蓝环保,30.6910770137645,104.03259153414012,公司企业;公司;公司
四川嘉事蓉锦医药有限公司,30.731419825335188,104.04500496581501,公司企业;公司;医药公司
东方喜家坊(国际)管理集团有限公司,30.692003951514657,104.03358592907627,公司企业;公司;公司
中国联通(三环路),30.706776273655652,104.00578388471675,公司企业;公司;电信公司
今天广告(马家花园路),30.687755774763513,104.04792956901939,公司企业;公司;广告装饰
腾达钢构(侯罗路),30.743977092023734,104.00113499205048,公司企业;公司;公司
中铁二局新运公司,30.707874044325237,104.03598375811104,公司企业;公司;公司
成都市国泰实业有限责任公司,30.7206036279892,104.00363676365585,公司企业;公司;公司
成都泰昌金属有限责任公司,30.75742883095749,104.03425804315744,公司企业;公司;冶金化工
四川建设机械(集团)股份有限公司经营销售公司,30.73885057946097,104.04969267836624,公司企业;公司;机械电子
中航华夏工程建设(集团),30.6910770137645,104.03259153414012,公司企业;公司;建筑公司
中铁二院(成都)建设发展有限责任公司,30.692541499486662,104.04750755731243,公司企业;公司;建筑公司
森普管材,30.73488714268408,104.02666784608371,公司企业;公司;公司
徽记食品,30.732017773862687,104.01640803166504,公司企业;公司;公司
兴宏源装饰工程,30.68827593035805,104.03976763813994,公司企业;公司;公司
蓝天药业(金丰高架辅路),30.755235687921658,104.0453403633888,公司企业;公司;医药公司
三泰木业,30.743783311454834,104.01544982849374,公司企业;公司;公司
中国中铁八局(金科东路),30.718694020035826,104.0028381086006,公司企业;公司;公司
东方电气,30.695112486076024,104.01314578696274,公司企业;公司;公司
华置(厦门)房地产代理有限公司,30.6910770137645,104.03259153414012,公司企业;公司;公司
四川科伦医药贸易有限公司,30.75857694595755,104.04875880536174,公司企业;公司;商业贸易
宏华集团(信息园东路),30.71983371665399,104.00667910627068,公司企业;公司;公司
攀钢集团(沙湾路),30.69431712365767,104.04631016116697,公司企业;公司;公司
人本集团有限公司,30.74586396307999,104.0417540546238,公司企业;公司;公司
蓝灵集团,30.719842335708847,104.00953744273576,公司企业;公司;公司
浩蓝环保,30.6910770137645,104.03259153414012,公司企业;公司;公司
四川嘉事蓉锦医药有限公司,30.731419825335188,104.04500496581501,公司企业;公司;医药公司
东方喜家坊(国际)管理集团有限公司,30.692003951514657,104.03358592907627,公司企业;公司;公司
中国联通(三环路),30.706776273655652,104.00578388471675,公司企业;公司;电信公司
今天广告(马家花园路),30.687755774763513,104.04792956901939,公司企业;公司;广告装饰
腾达钢构(侯罗路),30.743977092023734,104.00113499205048,公司企业;公司;公司
中铁二局新运公司,30.707874044325237,104.03598375811104,公司企业;公司;公司
成都市国泰实业有限责任公司,30.7206036279892,104.00363676365585,公司企业;公司;公司
成都泰昌金属有限责任公司,30.75742883095749,104.03425804315744,公司企业;公司;冶金化工
四川建设机械(集团)股份有限公司经营销售公司,30.73885057946097,104.04969267836624,公司企业;公司;机械电子
中航华夏工程建设(集团),30.6910770137645,104.03259153414012,公司企业;公司;建筑公司
中铁二院(成都)建设发展有限责任公司,30.692541499486662,104.04750755731243,公司企业;公司;建筑公司
森普管材,30.73488714268408,104.02666784608371,公司企业;公司;公司
徽记食品,30.732017773862687,104.01640803166504,公司企业;公司;公司
兴宏源装饰工程,30.68827593035805,104.03976763813994,公司企业;公司;公司
蓝天药业(金丰高架辅路),30.755235687921658,104.0453403633888,公司企业;公司;医药公司
三泰木业,30.743783311454834,104.01544982849374,公司企业;公司;公司
中国水利水电夹江水工机械有限公司,30.69179156266171,104.03501649138643,公司企业;公司;机械电子
上海华源复合新材料有限公司(二环路西三段),30.6910770137645,104.03259153414012,公司企业;公司;公司
四川仁达医药连锁有限公司,30.687575369687785,104.0394799323352,公司企业;公司;医药公司
金利医药,30.74886644811142,104.03900669897392,公司企业;公司;医药公司
ABB变频器恒压供水,30.69180149728918,104.03324926470678,公司企业;公司;公司
成都技通通信有限公司,30.720465566160023,104.0021997614919,公司企业;公司;公司
量力机电城,30.732666609896025,104.04393373091507,公司企业;公司;机械电子
四川新达泵业有限责任公司,30.7153755719171,104.02967783109573,公司企业;公司;公司
广汉石化锻造机械厂(长青路),30.714680254356246,104.03566051599316,公司企业;工厂;工厂
康力电梯有限公司,30.710708891848828,104.03689147892752,公司企业;公司;公司
利安建设,30.716739534453577,104.03253328983156,公司企业;公司;公司
成都安记创展医疗器械有限公司,30.748595659714947,104.03761661480016,公司企业;公司;医药公司
成都思控科技有限公司,30.68873465087225,104.03769752908237,公司企业;公司;网络科技
天奥信息科技有限公司,30.697353150038456,104.0290756721272,公司企业;公司;网络科技
湖南橡塑密封件厂(有限公司成都分公司),30.712907855661026,104.02576589046353,公司企业;公司;公司
成都众业达电器有限责任公司,30.694057488342988,104.01046138208355,公司企业;公司;公司
四川金星压缩机制造有限公司,30.742356906457935,104.00286601330214,公司企业;公司;机械电子
广西南宁市南国春生物科技公司,30.6910770137645,104.03259153414012,公司企业;公司;网络科技
